tract2,FIPS,county,sqmi,pop15den,pop90,pop00,pop15,nhw90,nhw00,nhw15,blk90,blk00,blk15,asian90,asian00,asian15,hisp90,hisp00,hisp15,lths90,lths00,lths15,col90,col00,col15,jobs15,povt90,povt00,povt15,inc15,inc90,inc00,rent90,rent00,rent15,burd90,burd00,burd15,mgr90,mgr00,mgr15,hcv00,hcv15,chg_mgr15,chg_nhw00,chg_nhw15,chg_lths00,chg_lths15,chg_col00,chg_col15,chg_inc00,chg_inc15,chg_burd00,chg_burd15,chg_mgr00,chg_hcv15,race90,race00,race15,disadv00,disadv15,gent00,gent15,disadv,gent,job15den
6037101110,06037101110,37,0.441085,10936.66754,611.9523725,4500,4824,0.79082864,0.586222222,0.556799337,0.009922231,0.019111111,0.012852405,0.047599893,0.073111111,0.07566335,0.145883619,0.281555556,0.337064677,0.198884018,0.194095691,0.196910027,0.208250299,0.191381065,0.193577704,540,0.063461539,0.131091283,0.14461408,50694,88331.29037,59162.69473,0.32474803,0.494464945,0.53556231,0.390804598,0.407960199,0.652667423,1133.101566,964.7754941,1336,0.004305043,0.023100304,371.2245059,-0.204606418,-0.029422886,-0.004788327,0.002814337,-0.016869233,0.002196638,-29168.59564,-8468.694728,0.017155601,0.244707224,-168.3260724,0.018795261,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,1,,,1224.253829
6037101122,06037101122,37,1.020871,3223.717786,6640.576659,3176,3291,0.790941888,0.740548775,0.752354907,0.009913751,0.018292683,0.004557885,0.04760065,0.05945122,0.094804011,0.145782839,0.147256097,0.123974476,0.198789202,0.118838028,0.046249514,0.208385704,0.269806338,0.271667314,186,0.063447004,0.039457071,0.02679659,107400,88337.41721,76101.69159,0.324400112,0.144527996,0.158456486,0.390968072,0.358381503,0.404145078,1133.486539,1307.470356,2130,0.000835422,0.002463054,822.5296443,-0.050393113,0.011806132,-0.079951173,-0.072588514,0.061420634,0.001860976,-12235.72563,31298.30841,-0.032586569,0.045763575,173.9838164,0.001627632,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,1,,,182.1973589
6037101210,06037101210,37,0.2512332,23412.51077,3892.256805,6066,5882,0.63260978,0.411473788,0.417035022,0.01758982,0.056709529,0.03349201,0.053143713,0.056214969,0.014790887,0.294910194,0.431256182,0.487759266,0.269506537,0.361039703,0.227835562,0.137072965,0.161668095,0.165923725,915,0.237871469,0.262711864,0.240224413,39502,53441.12907,44796.42092,0.792655165,0.875888205,0.849934754,0.415334153,0.390481341,0.517400205,1087.35523,845.0387352,1120,0.035528186,0.09569378,274.9612648,-0.221135992,0.005561234,0.091533166,-0.133204141,0.02459513,0.00425563,-8644.708145,-5294.420924,-0.024852812,0.126918863,-242.3164947,0.060165594,01. Majority NHW,05. No Majority,05. No Majority,1,1,1,1,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",3642.034572
6037101220,06037101220,37,0.2698727,10753.21809,4123.742926,3028,2902,0.63260978,0.517833554,0.538938663,0.01758982,0.019154557,0.020675396,0.053143713,0.053500661,0.140248105,0.294910185,0.361624835,0.259131633,0.269506537,0.392411642,0.178491745,0.137072965,0.122661123,0.198125837,466,0.237871482,0.204978985,0.142315644,41129,53441.13237,39252.54189,0.792655211,0.630398671,0.633161512,0.415334153,0.537549407,0.698778833,1087.35523,878.0695652,1087,0.018272425,0.060996564,208.9304348,-0.114776227,0.021105109,0.122905105,-0.213919898,-0.014411842,0.075464714,-14188.59049,1876.458112,0.122215254,0.161229426,-209.2856647,0.042724138,01. Majority NHW,01. Majority NHW,01. Majority NHW,1,1,1,1,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",1726.740052
6037101300,06037101300,37,0.9962984,4426.384706,3850.664672,3973.996899,4410,0.854376452,0.786612984,0.788662132,0.005163956,0.005535984,0.008843537,0.048024787,0.0656769,0.089342404,0.089336431,0.097131353,0.103854875,0.149519402,0.147983595,0.101355167,0.278746885,0.299384826,0.31027668,997,0.055469153,0.035029404,0.07314836,80890,91678.51208,87471.195,0.136111105,0.147849456,0.141368078,0.602040816,0.286363636,0.6359447,1634.551794,1270.310672,1936,0,0.001954397,665.6893281,-0.067763468,0.002049148,-0.001535807,-0.046628429,0.020637941,0.010891854,-4207.317084,-6581.195,-0.31567718,0.349581064,-364.2411219,0.001954397,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,1,,,1000.704207
6037101400,06037101400,37,2.435993,1686.786456,3509.000007,3760,4109,0.822741522,0.705585106,0.620345583,0.007409518,0.011170213,0.008517888,0.047591907,0.063297872,0.059625213,0.11399259,0.170478723,0.243124848,0.148486105,0.178103315,0.105549881,0.293654085,0.308404009,0.276813075,956,0.068076477,0.034044853,0.116330007,60385,83311.37344,69963.01349,0.246616542,0.267191977,0.351134846,0.487804878,0.375335121,0.77756654,1217.556342,1095.52253,1117,0.005730659,0.025367156,21.47747036,-0.117156415,-0.085239524,0.02961721,-0.072553435,0.014749924,-0.031590935,-13348.35996,-9578.013486,-0.112469757,0.402231419,-122.0338119,0.019636497,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,1,,,392.4477615
6037102103,06037102103,37,0.4580994,4038.424848,1629.056918,1696.944098,1850,0.606058411,0.517805289,0.748648649,0.020934589,0.020734966,0,0.091427243,0.095673817,0.034594595,0.282777087,0.330334754,0.210810811,0.218501407,0.179814524,0.091520861,0.215485504,0.290539813,0.380888291,129,0.078445519,0.093295377,0.065405405,72222,90847.53995,88453.5443,0.205478884,0.221714573,0.311764706,0.468861663,0.437197289,0.75,1442.510382,1385.350952,2217,0.002564732,0.030882353,831.6490484,-0.088253123,0.23084336,-0.038686883,-0.088293663,0.07505431,0.090348477,-2393.995651,-16231.5443,-0.031664374,0.312802711,-57.1594302,0.02831762,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,1,,,281.5982732
6037102104,06037102104,37,0.6409497,5431.0034,2829.065099,2960.062566,3481,0.631138722,0.538655582,0.692904338,0.017977402,0.020922986,0.016949153,0.096407197,0.101053569,0.143062338,0.255716374,0.302270367,0.139327779,0.201185665,0.159599913,0.092738753,0.225112583,0.306153512,0.438831886,1172,0.066360497,0.081019224,0.06795818,74878,93415.17398,91010.11284,0.183362391,0.202100834,0.213292117,0.462614565,0.442827443,0.532608696,1537.785911,1479.505929,2240,0.002521008,0.000772798,760.4940711,-0.09248314,0.154248756,-0.041585752,-0.06686116,0.081040928,0.132678375,-2405.061148,-16132.11284,-0.019787122,0.089781253,-58.27998262,-0.001748211,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,1,,,1828.536623
6037102105,06037102105,37,0.190048,10218.47112,1769.581181,1851.511546,1942,0.630821835,0.538342208,0.224510814,0.017990437,0.020920901,0.027291452,0.096376201,0.101011256,0.084449022,0.256053992,0.302645032,0.66838311,0.201382762,0.159836503,0.258660508,0.225029391,0.306004346,0.160892995,209,0.066478042,0.081125815,0.176622039,46969,93390.92269,90987.12264,0.183575836,0.202307079,0.535528596,0.462712961,0.442835499,0.566343042,1536.943433,1478.592372,1339,0.002522378,0.005199307,-139.5923718,-0.092479627,-0.313831395,-0.041546259,0.098824005,0.080974955,-0.145111352,-2403.800042,-44018.12264,-0.019877463,0.123507544,-58.35106119,0.002676929,01. Majority NHW,01. Majority NHW,03. Majority Hisp,0,0,1,0,,,1099.722175
6037102107,06037102107,37,4.984026,788.920443,3698.704641,3566.220883,3932,0.616083693,0.605603059,0.550356053,0.055825744,0.020096931,0.013987792,0.043334103,0.054122647,0.165055951,0.280732197,0.290633593,0.256866734,0.244318446,0.201091019,0.119312437,0.155566637,0.217061606,0.286821705,1071,0.129375689,0.172152973,0.141117289,62857,77540.36845,72637.44911,0.311397891,0.291319451,0.280604134,0.452872494,0.336315145,0.575070822,990.8032405,956.6747311,1125,0.001207819,0.002384738,168.3252689,-0.010480634,-0.055247006,-0.043227427,-0.081778582,0.06149497,0.069760099,-4902.919349,-9780.449106,-0.116557349,0.238755676,-34.12850939,0.001176919,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,0,,,214.8865195
6037103101,06037103101,37,0.7837144,3570.178116,2268.648679,2608,2798,0.806770635,0.691954022,0.629735525,0.004564473,0.008429119,0.003216583,0.073792316,0.084291188,0.087205147,0.114111824,0.174712643,0.269835597,0.140935673,0.134118967,0.104146577,0.235087719,0.215488215,0.25216972,174,0.024599766,0.029501915,0.095782702,73043,97979.71516,85180.22286,0.121212125,0.137893594,0.208061002,0.321428571,0.433070866,0.696335079,1761.233957,1600.618972,1303,0.002171553,0.001089325,-297.6189723,-0.114816613,-0.062218496,-0.006816705,-0.029972391,-0.019599504,0.036681505,-12799.49229,-12137.22286,0.111642295,0.263264212,-160.6149842,-0.001082228,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,0,,,222.0196541
6037103102,06037103102,37,0.4791644,10153.09151,4188.999981,4462,4865,0.766053951,0.604661587,0.564028777,0.004058248,0.005602869,0.006988695,0.054666985,0.083818915,0.156217883,0.174265935,0.264007172,0.250565262,0.23497661,0.162774725,0.125,0.141417776,0.170673077,0.233084862,929,0.046278626,0.078286227,0.09814433,74318,70965.59672,68992.55006,0.325688072,0.296178344,0.257407407,0.394366197,0.483870968,0.470023981,1375.909045,1018.450593,1529,0.005732484,0.006790123,510.5494071,-0.161392364,-0.04063281,-0.072201885,-0.037774725,0.029255301,0.062411785,-1973.046656,5325.449939,0.089504771,-0.013846987,-357.4584521,0.001057639,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,0,,,1938.79178
6037103200,06037103200,37,2.863607,2199.673349,5615.392194,5876.178392,6299,0.755620392,0.645668864,0.460708049,0.053334557,0.058927556,0.040641372,0.04651952,0.065704138,0.088426734,0.137527359,0.190372742,0.398793459,0.190987572,0.151895977,0.177406031,0.165621011,0.269063891,0.240809583,1000,0.036285466,0.099990231,0.164457536,60474,80106.21227,79446.73645,0.320765374,0.34481467,0.356649793,0.360440114,0.38268538,0.592258065,1081.193025,921.6799109,941,0.007547099,0.011044639,19.32008911,-0.109951527,-0.184960816,-0.039091596,0.025510054,0.10344288,-0.028254308,-659.4758247,-18972.73645,0.022245265,0.209572685,-159.5131137,0.00349754,01. Majority NHW,01. Majority NHW,05. No Majority,0,0,1,0,,,349.20993
6037103300,06037103300,37,2.371451,1388.601325,3406.488907,3246.910838,3293,0.826284946,0.783840735,0.760097176,0.007089913,0.010985782,0.00273307,0.03221446,0.030362867,0.039781354,0.127544171,0.138758665,0.151533556,0.118634247,0.07256062,0.060849598,0.241685636,0.252585492,0.417910448,684,0.037327253,0.081283384,0.186152445,85676,114009.9147,105036.9447,0.15273111,0.149263482,0.151993355,0.444410888,0.50260616,0.62295082,1546.441609,1727.525148,2106,0.001431358,0.00166113,378.4748523,-0.042444211,-0.02374356,-0.046073626,-0.011711022,0.010899856,0.165324956,-8972.969981,-19360.9447,0.058195272,0.120344659,181.0835389,0.000229771,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,0,,,288.431007
6037103400,06037103400,37,0.965545,6895.587466,5784.061877,6046,6658,0.793939394,0.669834128,0.596875939,0.015151515,0.016427766,0.043406428,0.042087542,0.061040425,0.077801141,0.140404039,0.215010461,0.217783118,0.182559289,0.158139535,0.092671974,0.160326087,0.21627907,0.264543784,641,0.063432196,0.103391229,0.127253446,62487,73779.25992,67171.15195,0.343524419,0.361122578,0.420175073,0.425216316,0.410285714,0.598214286,1097.912077,1000.558893,1378,0.003714404,0.013755732,377.4411067,-0.124105266,-0.072958189,-0.024419754,-0.065467561,0.055952983,0.048264715,-6608.107972,-4684.151948,-0.014930602,0.187928571,-97.35318353,0.010041328,01. Majority NHW,01. Majority NHW,01. Majority NHW,0,0,1,0,,,663.8737708
6037104103,06037104103,37,0.3664562,10967.20427,2649.378879,3840,4019,0.23032373,0.096354167,0.053744713,0.281110781,0.20703125,0.128638965,0.061627562,0.054947917,0.089823339,0.433768938,0.624479167,0.719333167,0.396677051,0.473857748,0.339017458,0.153686397,0.142722562,0.127486805,478,0.122158652,0.127527635,0.066208302,71167,84843.74511,80857.24806,0.123992564,0.130601793,0.193670886,0.755,0.745098039,0.660130719,1761.233957,1578.598419,1644,0.028169014,0.007594937,65.40158103,-0.133969564,-0.042609454,0.077180698,-0.13484029,-0.010963834,-0.015235758,-3986.497052,-9690.248059,-0.009901961,-0.08496732,-182.6355376,-0.020574077,05. No Majority,03. Majority Hisp,03. Majority Hisp,0,0,1,0,,,1304.385081
6037104105,06037104105,37,0.2257447,25865.50205,1040.292818,5232.679608,5839,0.135933402,0.068220907,0.074841582,0.248260919,0.119052169,0.055831478,0.053369826,0.056564112,0.067306046,0.576918688,0.747754648,0.801335845,0.508910891,0.53125,0.433284672,0.100550055,0.112804878,0.164379562,855,0.25380477,0.238186703,0.266552316,37792,57192.67986,47870.0274,0.513157914,0.491815472,0.502292076,0.469496021,0.30408472,0.646675359,937.7998989,580.7920949,672,0.01860119,0.011787819,91.20790514,-0.067712495,0.006620675,0.022339109,-0.097965328,0.012254823,0.051574684,-9322.652461,-10078.0274,-0.165411301,0.342590638,-357.0078041,-0.006813371,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",3787.464335
6037104108,06037104108,37,0.4234305,11612.29529,6647.990016,4203.097593,4917,0.135933402,0.07429344,0.043319097,0.248260919,0.212641249,0.121618873,0.053369826,0.029269375,0.046166362,0.576918678,0.677041839,0.785438275,0.508910891,0.539146715,0.416833667,0.100550055,0.067057575,0.135270541,483,0.253804778,0.192695313,0.187079682,45417,57192.67979,50139.48825,0.513157878,0.526095021,0.514727541,0.469496021,0.502347515,0.525035765,937.7998989,992.2715508,1311,0.051364427,0.039027982,318.7284492,-0.061639961,-0.030974343,0.030235824,-0.122313048,-0.03349248,0.068212966,-7053.191538,-4722.488252,0.032851494,0.022688251,54.47165183,-0.012336444,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",1140.683064
6037104124,06037104124,37,1.729765,2488.199264,4116.810229,4059.000616,4304,0.234002172,0.309928602,0.300185874,0.279480932,0.199556515,0.087592937,0.061566338,0.05641783,0.043680297,0.431696779,0.416851425,0.534386617,0.3946471,0.253076284,0.181879421,0.154106825,0.212059069,0.303132368,340,0.121498419,0.144858584,0.111881188,81935,84740.44935,72716.8588,0.125753455,0.167857166,0.171774194,0.745051196,0.393617012,0.633802817,1744.250993,1164.131642,1383,0.012499998,0.004032258,218.8683581,0.07592643,-0.009742728,-0.141570816,-0.071196864,0.057952244,0.091073299,-12023.59055,9218.141201,-0.351434184,0.240185805,-580.1193508,-0.00846774,05. No Majority,05. No Majority,03. Majority Hisp,0,0,1,0,,,196.558492
6037104201,06037104201,37,0.4208919,11592.05012,4232.305424,4787,4879,0.018990273,0.02548569,0.00143472,0.281380269,0.147482766,0.129124821,0.008337193,0.002088991,0,0.70912461,0.813662001,0.871285099,0.649600752,0.671384343,0.457537155,0.029121653,0.026979213,0.037154989,512,0.153279469,0.204695838,0.2310477,49223,74656.22112,61780.95382,0.247776364,0.264129181,0.296544036,0.656410256,0.362445415,0.593984962,1534.261748,1257.924111,1944,0.010380623,0.010033445,686.0758893,0.006495417,-0.02405097,0.021783592,-0.213847188,-0.002142441,0.010175777,-12875.2673,-12557.95382,-0.293964842,0.231539548,-276.3376377,-0.000347178,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,0,0,1,0,,,1216.46437
6037104203,06037104203,37,0.273343,17662.78997,3579.167516,4848,4828,0.105576524,0.077986941,0.004763877,0.279373152,0.144832885,0.0503314,0.048642641,0.030093482,0.051574151,0.580803398,0.73901906,0.882767191,0.530192511,0.593261719,0.503137689,0.091373462,0.06640625,0.050203027,405,0.15681651,0.199813016,0.224008351,49107,56960.06467,52198.69192,0.310667645,0.389770726,0.571566731,0.331745972,0.564102564,0.585448393,818.4025527,817.5130435,1308,0.042915932,0.025145068,490.4869565,-0.027589583,-0.073223063,0.063069208,-0.09012403,-0.024967212,-0.016203223,-4761.372745,-3091.691925,0.232356592,0.021345828,-0.889509209,-0.017770864,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",1481.654917
6037104204,06037104204,37,1.028203,3279.508035,2186.038587,2961,3372,0.105576524,0.077986939,0.115658363,0.279373152,0.144832885,0.069691578,0.048642641,0.030093482,0.055160142,0.580803441,0.739019114,0.739916963,0.530192511,0.593261719,0.44,0.091373462,0.06640625,0.105494505,1123,0.156816511,0.199812999,0.287929872,41364,56960.06122,52198.6944,0.310667639,0.389770718,0.376420455,0.331745972,0.564102564,0.845283019,818.4025526,817.5130435,1000,0.042915931,0.014204545,182.4869565,-0.027589585,0.037671424,0.063069208,-0.153261719,-0.024967212,0.039088255,-4761.366816,-10834.6944,0.232356592,0.281180455,-0.889509168,-0.028711386,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",1092.196774
6037104310,06037104310,37,0.5824826,8855.200138,5450.997029,4981,5158,0.0194748,0.015352274,0.009499806,0.131818328,0.07607543,0.050407135,0.009039714,0.005662836,0,0.849866967,0.898456297,0.931756495,0.739541144,0.728111708,0.524915928,0.026018155,0.025332154,0.044940385,1998,0.212883928,0.16774454,0.21473851,48529,55204.92565,57686.44974,0.351624237,0.276880939,0.372960373,0.473666133,0.427273109,0.80625,1052.903937,1190.925687,1571,0.005667188,0.008158508,380.0743125,-0.004122526,-0.005852468,-0.011429436,-0.20319578,-0.000686002,0.019608232,2481.524099,-9157.449744,-0.046393024,0.378976891,138.0217504,0.00249132,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,0,1,0,Disadvantaged 1990-2000 Only,"Disadvantaged, Did Not Gentrify",3430.145381
6037104320,06037104320,37,0.4680184,11369.21113,4761.902362,5695,5321,0.011517847,0.014574188,0.028941928,0.179495952,0.100965759,0.044728435,0.009465161,0.012642669,0.016914114,0.81468813,0.867778753,0.898891186,0.728756601,0.721685083,0.481813095,0.029044647,0.031422652,0.070229435,995,0.227181717,0.176806423,0.204848713,43246,51052.10049,52827.6461,0.379888275,0.469709544,0.535223368,0.460784314,0.358657244,0.611556982,992.3436079,722.5494071,863,0.010788382,0.003436426,140.4505929,0.003056341,0.01436774,-0.007071518,-0.239871988,0.002378005,0.038806783,1775.545605,-9581.646097,-0.10212707,0.252899739,-269.7942008,-0.007351956,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",2125.98479
6037104401,06037104401,37,0.26298,14099.93155,3031.719377,3208,3708,0.039620063,0.034007257,0.013754045,0.016741649,0.008600373,0.00188781,0.006642032,0.00466151,0,0.938016438,0.952329983,0.986245955,0.776540632,0.737619179,0.582980724,0.015292309,0.022297564,0.059238364,205,0.161447966,0.159943431,0.237462727,60469,63276.07486,56003.09032,0.391476489,0.400919883,0.434042553,0.433227747,0.420937139,0.702614379,1102.279134,937.489634,1603,0.001758955,0.002836879,665.510366,-0.005612807,-0.020253211,-0.038921454,-0.154638455,0.007005255,0.0369408,-7272.984545,4465.909681,-0.012290608,0.28167724,-164.7894995,0.001077924,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,0,0,1,0,,,779.5269602
6037104403,06037104403,37,0.2690236,10850.34919,2616.862267,2774.209418,2919,0.045703251,0.042903621,0.041109969,0.013751958,0.009688616,0.003768414,0.006998053,0.006392762,0.008564577,0.932801039,0.94025428,0.94655704,0.748020647,0.700530074,0.509711286,0.019935742,0.02808911,0.11023622,346,0.169014175,0.239806727,0.314610613,43333,62569.06564,56966.14796,0.39628462,0.40256727,0.367088608,0.467143157,0.448877902,0.715517241,1166.319383,992.9771544,1371,0.010074522,0.009493671,378.0228456,-0.00279963,-0.001793651,-0.047490572,-0.190818788,0.008153368,0.082147111,-5602.917683,-13633.14796,-0.018265255,0.26663934,-173.3422285,-0.000580851,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",1286.132518
6037104404,06037104404,37,0.2083485,13290.23247,3068.60297,3243,2769,0.039698284,0.034661706,0.012639942,0.016504043,0.008567361,0.057060311,0.006583673,0.004572591,0.007945107,0.938324695,0.951808199,0.902491874,0.777067201,0.737840177,0.551827442,0.015130271,0.022525188,0.035350509,359,0.160652567,0.162652127,0.23654749,51705,63220.57265,55788.22215,0.395773242,0.404197393,0.537313433,0.430873569,0.422833318,0.700617284,1098.093017,938.4084418,1294,0.001832017,0.009950249,355.5915582,-0.005036578,-0.022021763,-0.039227024,-0.186012736,0.007394918,0.012825321,-7432.350505,-4083.222147,-0.008040251,0.277783966,-159.6845752,0.008118232,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,0,0,1,0,,,1723.07456
6037104500,06037104500,37,0.2050214,14861.8632,2796.826914,3030,3047,0.04984354,0.040024755,0.008204792,0.014975414,0.011140912,0,0.008270004,0.009284093,0.00196915,0.923111279,0.938312352,0.989826058,0.714485981,0.666265544,0.51741573,0.026635514,0.02928199,0.034831461,283,0.188649624,0.263761467,0.244429664,47120,62842.15868,61107.88844,0.33173076,0.352816153,0.43902439,0.554347826,0.445783133,0.451851852,1324.884285,1037.718577,1194,0.015940489,0.008130081,156.2814229,-0.009818785,-0.031819964,-0.048220438,-0.148849813,0.002646476,0.005549471,-1734.270234,-13987.88844,-0.108564694,0.006068719,-287.1657079,-0.007810408,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,0,1,0,Disadvantaged 1990-2000 Only,"Disadvantaged, Did Not Gentrify",1380.34371
6037104610,06037104610,37,0.2286258,14805.85306,3679.907231,3600,3385,0.035225328,0.020833333,0.01211226,0.007273246,0.003333333,0,0.009982886,0.011111111,0,0.949087301,0.959166667,0.986410635,0.738095238,0.75747689,0.506262042,0.02079566,0.036432844,0.035645472,237,0.24805531,0.282571912,0.286096257,48859,59871.56927,51007.67143,0.40973781,0.533864542,0.443197756,0.458866545,0.470149254,0.661392405,1053.925215,873.9407115,1328,0.009296149,0.009817672,454.0592885,-0.014391995,-0.008721073,0.019381652,-0.251214847,0.015637184,-0.000787372,-8863.897832,-2148.671434,0.011282709,0.191243151,-179.9845033,0.000521523,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",1036.628412
6037104620,06037104620,37,0.2050863,16685.65867,3332.092554,3417,3422,0.035225328,0.026631548,0.010227937,0.007273246,0.003511853,0,0.009982886,0.004975124,0.005552309,0.949087242,0.961954931,0.984219755,0.738095238,0.767756483,0.5901222,0.02079566,0.009582864,0.035132383,203,0.248055319,0.213713268,0.213033314,51629,59871.56932,49126.50919,0.40973782,0.291851852,0.378640777,0.458866545,0.61928934,0.714285714,1053.925215,817.5130435,1236,0.001481481,0.002773925,418.4869565,-0.00859378,-0.016403611,0.029661244,-0.177634283,-0.011212796,0.025549519,-10745.06013,2502.490805,0.160422795,0.094996374,-236.4121713,0.001292444,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",989.8272093
6037104701,06037104701,37,0.21255,18419.19548,4693.999985,4168,3915,0.007669365,0.011516315,0.002043423,0.074563272,0.034788868,0.07688378,0.013421389,0.002399232,0,0.907754583,0.951295585,0.935887612,0.814444444,0.84501845,0.592553191,0,0.003162889,0.068085106,542,0.404879094,0.485963214,0.41302682,26190,32176.19077,29203.54965,0.782559454,0.769682726,0.756453423,0.536903039,0.39389313,0.623145401,636.9297625,546.3849802,818,0.002350176,0.003367003,271.6150198,0.00384695,-0.009472892,0.030574006,-0.252465259,0.003162889,0.064922218,-2972.641117,-3013.549653,-0.143009909,0.229252271,-90.54478227,0.001016827,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,Gentrified 2000-2015 Only,2549.988238
6037104703,06037104703,37,0.4516785,5023.484625,2198.48288,2770,2269,0.169818913,0.081763015,0.024680476,0.226156942,0.15362504,0.029087704,0.026760563,0.013893325,0,0.581488919,0.736984969,0.938739533,0.475829726,0.543232508,0.537727667,0.154401154,0.061717079,0.119687771,2465,0.21680049,0.256455787,0.328338475,38696,59338.00396,45830.91611,0.332361506,0.422958855,0.609589041,0.653508772,0.497822932,0.575842697,1425.17433,977.1620553,1322,0.03130755,0.090753425,344.8379447,-0.088055899,-0.057082539,0.067402783,-0.005504841,-0.092684075,0.057970692,-13507.08785,-7134.916108,-0.15568584,0.078019765,-448.0122751,0.059445875,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",5457.421595
6037104704,06037104704,37,0.6419559,6914.805207,2771.517074,3492,4439,0.169818913,0.081763015,0.049335436,0.226156942,0.15362504,0.107231358,0.026760563,0.013893325,0.054291507,0.581488955,0.73698497,0.785537283,0.475829726,0.543232508,0.37421875,0.154401154,0.061717079,0.144140625,825,0.21680049,0.256455771,0.246226628,50346,59338.00729,45830.91925,0.332361519,0.422958882,0.440754039,0.653508772,0.497822932,0.556008147,1425.17433,977.1620553,1365,0.031307552,0.032315978,387.8379447,-0.088055898,-0.032427579,0.067402783,-0.169013758,-0.092684075,0.082423546,-13507.08803,4515.080747,-0.15568584,0.058185215,-448.0122751,0.001008427,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,Gentrified 2000-2015 Only,1285.135007
6037104810,06037104810,37,0.4337306,13367.74486,5052.161277,5101,5798,0.099874503,0.059204078,0.035874439,0.02489019,0.0117624,0.004311832,0.048839155,0.019996079,0.013625388,0.826709926,0.903744364,0.948430493,0.635143636,0.632956153,0.418037135,0.036066261,0.023691655,0.057824934,641,0.176533224,0.141780686,0.209302326,65167,59398.93294,58374.37107,0.451081852,0.316287879,0.367816092,0.44004171,0.419161677,0.669270833,1126.063669,1293.70751,1509,0.001893939,0.002873563,215.2924901,-0.040670426,-0.023329638,-0.002187483,-0.214919017,-0.012374606,0.034133279,-1024.561877,6792.628933,-0.020880033,0.250109157,167.6438414,0.000979624,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,0,1,0,Disadvantaged 1990-2000 Only,"Disadvantaged, Did Not Gentrify",1477.875898
6037104821,06037104821,37,0.2053299,15988.90371,2790.09146,3334,3283,0.099874503,0.056411208,0.051477307,0.02489019,0.012432733,0.039293329,0.048839155,0.046576359,0.031373744,0.826709886,0.874930434,0.875723424,0.635143636,0.69216954,0.449772842,0.036066261,0.052442529,0.10449268,374,0.176533224,0.213954345,0.190229008,48571,59398.93228,43926.98893,0.451081838,0.600480401,0.561357702,0.44004171,0.450666667,0.597674419,1126.063669,966.1517787,1333,0.019215373,0.001305483,366.8482213,-0.043463296,-0.0049339,0.057025904,-0.242396698,0.016376267,0.052050152,-15471.94335,4644.011069,0.010624957,0.147007752,-159.9118899,-0.01790989,03. Majority Hisp,03. Majority Hisp,03. Majority Hisp,1,1,1,0,Disadvantaged Both Decades,"Disadvantaged, Did Not Gentrify",1821.459028
